__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~162')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~162')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~162,162,JJ,Market,02,6,500g Mixed Fruit Muesli,12,West,6191,ST,5.44,33798.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~163')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~163')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~163,163,JJ,Market,02,6,500g Nut Muesli,12,North,6308,ST,6.37,40226.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~164')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~164')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~164,164,JJ,Market,02,6,500g Nut Muesli,12,South,1465,ST,7.00,10255.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~165')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~165')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~165,165,JJ,Market,02,6,500g Nut Muesli,12,West,1712,ST,7.00,11984.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~166')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~166')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~166,166,JJ,Market,02,6,500g Original Muesli,12,South,2059,ST,4.50,9265.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~167')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~167')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~167,167,JJ,Market,02,6,500g Raisin Muesli,12,South,6501,ST,5.33,33442.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~168')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~168')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~168,168,JJ,Market,02,6,500g Raisin Muesli,12,West,10105,ST,5.00,49207.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~169')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~169')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~169,169,JJ,Market,02,6,500g Strawberry Muesli,12,North,15398,ST,4.85,72528.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~170')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~170')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~170,170,JJ,Market,02,6,500g Strawberry Muesli,12,South,18455,ST,6.00,105612.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~171')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~171')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~171,171,JJ,Market,02,6,500g Strawberry Muesli,12,West,12530,ST,4.85,57182.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~172')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~172')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~172,172,JJ,Market,02,6,500g Blueberry Muesli,14,North,14082,ST,4.57,62691.42,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~173')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~173')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~173,173,JJ,Market,02,6,500g Blueberry Muesli,14,South,19669,ST,4.23,83199.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~174')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~174')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~174,174,JJ,Market,02,6,500g Blueberry Muesli,14,West,16105,ST,4.23,68124.15,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~175')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~175')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~175,175,JJ,Market,02,6,500g Mixed Fruit Muesli,14,North,7887,ST,4.13,32573.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~176')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~176')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~176,176,JJ,Market,02,6,500g Mixed Fruit Muesli,14,South,8727,ST,4.70,38883.81,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~177')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~177')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~177,177,JJ,Market,02,6,500g Mixed Fruit Muesli,14,West,8631,ST,4.70,39138.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~178')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~178')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~178,178,JJ,Market,02,6,500g Nut Muesli,14,North,1085,ST,7.00,7595.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~179')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~179')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~179,179,JJ,Market,02,6,500g Original Muesli,14,North,7491,ST,3.77,28241.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~180')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~180')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~180,180,JJ,Market,02,6,500g Original Muesli,14,South,3930,ST,3.77,14816.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~181')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~181')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~181,181,JJ,Market,02,6,500g Raisin Muesli,14,North,1768,ST,5.00,8840.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~182')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~182')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~182,182,JJ,Market,02,6,500g Raisin Muesli,14,South,9513,ST,5.00,47565.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~183')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~183')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~183,183,JJ,Market,02,6,500g Raisin Muesli,14,West,4971,ST,5.00,24855.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~184')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~184')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~184,184,JJ,Market,02,6,500g Strawberry Muesli,14,North,5349,ST,5.50,29045.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~185')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~185')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~185,185,JJ,Market,02,6,500g Strawberry Muesli,14,South,2997,ST,5.61,15527.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~186')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~186')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~186,186,JJ,Market,02,7,1kg Blueberry Muesli,10,South,5797,ST,5.26,30492.22,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~187')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~187')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~187,187,JJ,Market,02,7,1kg Nut Muesli,10,North,4144,ST,7.00,29008.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~188')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~188')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~188,188,JJ,Market,02,7,1kg Nut Muesli,10,South,3277,ST,7.00,22939.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~189')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~189')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~189,189,JJ,Market,02,7,1kg Nut Muesli,10,West,5640,ST,7.75,42765.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~190')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~190')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~190,190,JJ,Market,02,7,1kg Raisin Muesli,10,South,998,ST,10.00,9980.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~191')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~191')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~191,191,JJ,Market,02,7,1kg Raisin Muesli,10,West,1152,ST,10.00,11520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~192')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~192')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~192,192,JJ,Market,02,7,1kg Strawberry Muesli,10,North,6683,ST,6.13,40630.85,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~193')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~193')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~193,193,JJ,Market,02,7,1kg Strawberry Muesli,10,South,14200,ST,5.51,77498.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~194')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~194')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~194,194,JJ,Market,02,7,1kg Strawberry Muesli,10,West,8770,ST,5.96,51006.54,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~195')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~195')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~195,195,JJ,Market,02,7,1kg Blueberry Muesli,12,South,1660,ST,7.50,12450.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~196')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~196')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~196,196,JJ,Market,02,7,1kg Nut Muesli,12,North,8070,ST,8.00,64560.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~197')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~197')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~197,197,JJ,Market,02,7,1kg Nut Muesli,12,South,5278,ST,8.00,42224.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~198')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~198')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~198,198,JJ,Market,02,7,1kg Nut Muesli,12,West,9431,ST,8.37,78548.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~199')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~199')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~199,199,JJ,Market,02,7,1kg Raisin Muesli,12,North,3737,ST,9.00,33633.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~200')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~200')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~200,200,JJ,Market,02,7,1kg Raisin Muesli,12,South,4655,ST,9.00,41895.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~201')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~201')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~201,201,JJ,Market,02,7,1kg Raisin Muesli,12,West,4707,ST,9.00,42363.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~202')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~202')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~202,202,JJ,Market,02,7,1kg Strawberry Muesli,12,North,16077,ST,7.95,127041.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~203')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~203')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~203,203,JJ,Market,02,7,1kg Strawberry Muesli,12,South,3594,ST,9.00,32346.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~204')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~204')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~204,204,JJ,Market,02,7,1kg Strawberry Muesli,12,West,15072,ST,7.77,116457.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~205')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~205')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~205,205,JJ,Market,02,7,500g Blueberry Muesli,12,North,1454,ST,6.15,9906.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~206')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~206')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~206,206,JJ,Market,02,7,500g Blueberry Muesli,12,South,8269,ST,5.78,46793.11,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~207')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~207')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~207,207,JJ,Market,02,7,500g Blueberry Muesli,12,West,13775,ST,5.20,71806.17,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~208')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~208')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~208,208,JJ,Market,02,7,500g Mixed Fruit Muesli,12,North,23407,ST,4.99,113535.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~209')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~209')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~209,209,JJ,Market,02,7,500g Mixed Fruit Muesli,12,South,10679,ST,5.00,52275.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~210')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~210')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~210,210,JJ,Market,02,7,500g Mixed Fruit Muesli,12,West,4627,ST,4.50,20821.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~211')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~211')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~211,211,JJ,Market,02,7,500g Nut Muesli,12,North,3145,ST,7.00,22015.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~212')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~212')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~212,212,JJ,Market,02,7,500g Nut Muesli,12,West,3123,ST,7.00,21861.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~213')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~213')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~213,213,JJ,Market,02,7,500g Original Muesli,12,North,8698,ST,4.50,39141.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~214')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~214')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~214,214,JJ,Market,02,7,500g Original Muesli,12,South,5515,ST,4.00,21476.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~215')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~215')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~215,215,JJ,Market,02,7,500g Original Muesli,12,West,15435,ST,3.50,54022.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~216')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~216')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~216,216,JJ,Market,02,7,500g Raisin Muesli,12,North,2459,ST,4.50,11065.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~217')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~217')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~217,217,JJ,Market,02,7,500g Raisin Muesli,12,South,5702,ST,6.16,33559.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~218')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~218')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~218,218,JJ,Market,02,7,500g Strawberry Muesli,12,North,10527,ST,6.29,64789.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~219')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~219')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~219,219,JJ,Market,02,7,500g Strawberry Muesli,12,South,13455,ST,5.18,66114.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~220')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~220')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~220,220,JJ,Market,02,7,500g Strawberry Muesli,12,West,3904,ST,5.59,23478.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~221')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~221')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~221,221,JJ,Market,02,7,500g Blueberry Muesli,14,North,18559,ST,4.23,78504.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~222')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~222')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~222,222,JJ,Market,02,7,500g Blueberry Muesli,14,South,18070,ST,4.48,79161.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~223')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~223')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~223,223,JJ,Market,02,7,500g Blueberry Muesli,14,West,9771,ST,4.69,44145.65,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~224')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~224')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~224,224,JJ,Market,02,7,500g Mixed Fruit Muesli,14,North,4811,ST,4.71,22385.47,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~225')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~225')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~225,225,JJ,Market,02,7,500g Mixed Fruit Muesli,14,South,4595,ST,4.71,21918.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~226')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~226')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~226,226,JJ,Market,02,7,500g Mixed Fruit Muesli,14,West,2824,ST,4.56,13063.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~227')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~227')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~227,227,JJ,Market,02,7,500g Original Muesli,14,North,2167,ST,3.77,8169.59,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~228')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~228')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~228,228,JJ,Market,02,7,500g Original Muesli,14,South,1807,ST,3.77,6812.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~229')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~229')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~229,229,JJ,Market,02,7,500g Raisin Muesli,14,West,1310,ST,5.00,6550.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~230')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~230')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~230,230,JJ,Market,02,7,500g Strawberry Muesli,14,North,22461,ST,4.23,95010.03,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~231')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~231')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~231,231,JJ,Market,02,7,500g Strawberry Muesli,14,South,12635,ST,4.23,53446.05,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~232')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~232')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~232,232,JJ,Market,02,7,500g Strawberry Muesli,14,West,29826,ST,4.23,126163.98,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~233')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~233')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~233,233,JJ,Market,02,8,1kg Blueberry Muesli,10,North,7683,ST,7.00,53781.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~234')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~234')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~234,234,JJ,Market,02,8,1kg Blueberry Muesli,10,South,5849,ST,7.00,40943.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~235')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~235')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~235,235,JJ,Market,02,8,1kg Blueberry Muesli,10,West,4177,ST,7.00,29239.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~236')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~236')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~236,236,JJ,Market,02,8,1kg Nut Muesli,10,North,7082,ST,4.61,32648.02,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~237')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~237')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~237,237,JJ,Market,02,8,1kg Nut Muesli,10,South,14274,ST,4.61,65803.14,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~238')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~238')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~238,238,JJ,Market,02,8,1kg Nut Muesli,10,West,15304,ST,4.95,74110.15,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~239')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~239')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~239,239,JJ,Market,02,8,1kg Original Muesli,10,North,1315,ST,7.00,9205.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~240')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~240')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~240,240,JJ,Market,02,8,1kg Raisin Muesli,10,North,2913,ST,7.00,20391.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~241')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~241')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~241,241,JJ,Market,02,8,1kg Raisin Muesli,10,West,1528,ST,7.00,10696.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~242')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~242')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~242,242,JJ,Market,02,8,1kg Strawberry Muesli,10,North,5706,ST,7.00,39942.00,EUR
